,step,vertical_idx,horizontal_idx
0,4,4,1
1,6,3,4
2,9,2,2
3,17,3,0
4,19,0,0
5,26,2,4
6,28,0,3
7,38,4,1
8,43,0,4
9,46,0,0
10,52,0,4
11,62,2,2
12,64,2,4
13,65,0,2
14,71,3,1
15,76,0,1
16,78,3,2
17,91,4,1
18,94,2,1
19,95,4,4
20,96,3,1
21,101,3,0
22,113,1,4
23,116,0,4
24,120,3,0
25,129,2,3
26,140,1,1
27,148,0,2
28,148,4,0
29,150,0,0
30,151,2,1
31,157,0,2
32,162,1,1
33,164,2,3
34,164,3,0
35,166,0,2
36,166,4,1
37,167,1,0
38,167,2,2
39,174,3,3
40,178,3,0
41,179,2,3
42,181,0,0
43,191,4,3
44,196,4,2
45,200,3,3
46,200,4,4
