,step,vertical_idx,horizontal_idx
0,2,4,3
1,8,2,4
2,11,3,0
3,12,1,1
4,19,2,2
5,20,1,2
6,32,4,0
7,35,4,1
8,36,3,4
9,39,2,4
10,43,4,3
11,44,1,0
12,49,3,3
13,54,3,4
14,56,1,0
15,58,4,2
16,59,2,2
17,61,0,3
18,61,1,3
19,62,0,0
20,67,2,1
21,73,0,3
22,84,4,0
23,85,1,4
24,106,3,3
25,112,0,2
26,113,0,1
27,114,0,0
28,115,1,1
29,128,2,2
30,128,2,4
31,132,2,1
32,140,2,4
33,142,1,2
34,145,1,1
35,145,2,3
36,145,4,2
37,149,4,4
38,151,4,1
39,155,4,4
40,156,1,0
41,156,1,1
42,163,2,3
43,170,3,4
44,171,0,1
45,172,2,2
46,183,1,3
