,step,vertical_idx,horizontal_idx
0,1,2,4
1,7,1,3
2,10,2,2
3,10,3,3
4,11,3,4
5,12,2,4
6,28,4,4
7,29,2,3
8,31,3,3
9,32,0,0
10,34,1,0
11,39,2,2
12,44,3,2
13,48,0,4
14,51,4,1
15,53,1,0
16,54,4,2
17,56,0,0
18,62,0,2
19,64,1,1
20,65,0,1
21,75,2,4
22,78,3,4
23,82,0,1
24,85,2,2
25,95,3,0
26,111,0,1
27,112,0,2
28,113,3,4
29,115,1,4
30,118,0,2
31,137,2,3
32,150,3,4
33,158,4,3
34,168,3,3
35,175,1,1
36,178,4,2
37,179,3,2
38,181,2,4
39,183,4,4
40,184,4,0
41,192,3,0
42,193,3,3
43,194,1,3
44,197,1,4
45,200,3,2
