,step,vertical_idx,horizontal_idx
0,2,4,0
1,4,0,0
2,4,0,4
3,4,3,4
4,10,3,2
5,13,0,2
6,14,4,4
7,16,3,4
8,17,1,4
9,22,4,2
10,32,0,1
11,36,1,2
12,36,3,3
13,40,3,0
14,48,3,2
15,49,4,3
16,50,2,4
17,58,0,4
18,60,3,4
19,70,1,1
20,76,1,1
21,83,0,4
22,90,3,3
23,101,2,2
24,101,2,3
25,106,1,4
26,108,3,0
27,108,4,1
28,112,4,1
29,113,3,4
30,114,3,4
31,120,1,1
32,126,0,1
33,135,3,2
34,151,4,3
35,153,2,2
36,158,2,4
37,177,2,3
38,181,0,2
39,181,2,3
40,182,3,0
41,183,1,4
42,185,2,1
43,186,0,2
44,189,3,4
45,196,3,3
46,198,0,0
