,step,vertical_idx,horizontal_idx
0,4,1,1
1,6,4,2
2,9,1,2
3,20,2,1
4,23,2,1
5,23,3,1
6,26,4,1
7,30,0,1
8,31,2,3
9,35,0,4
10,36,1,2
11,38,0,1
12,38,3,2
13,39,4,0
14,42,1,4
15,43,4,4
16,46,3,4
17,49,2,2
18,51,3,2
19,52,4,1
20,55,4,3
21,58,4,3
22,62,3,0
23,69,1,1
24,79,2,4
25,80,0,0
26,88,0,0
27,103,0,0
28,105,0,3
29,106,2,1
30,114,4,0
31,117,0,0
32,118,0,3
33,131,0,2
34,134,1,2
35,141,4,1
36,152,3,2
37,153,2,2
38,153,3,4
39,156,3,0
40,159,2,1
41,164,2,1
42,165,1,2
43,165,4,4
44,167,1,4
45,175,3,4
46,177,3,2
47,187,4,1
48,199,0,3
