,step,vertical_idx,horizontal_idx
0,2,0,1
1,3,3,1
2,10,0,1
3,10,3,0
4,11,3,3
5,13,4,0
6,20,3,3
7,23,1,3
8,24,3,3
9,33,1,1
10,35,0,1
11,35,0,4
12,38,3,3
13,38,4,4
14,40,3,0
15,47,3,1
16,47,4,0
17,48,0,1
18,49,1,3
19,51,2,4
20,54,1,4
21,55,1,2
22,62,0,4
23,64,0,3
24,64,3,3
25,67,2,3
26,71,0,2
27,76,1,2
28,80,1,2
29,82,0,0
30,82,3,4
31,83,3,0
32,89,0,4
33,104,4,4
34,110,2,2
35,112,2,4
36,112,3,1
37,113,2,2
38,114,2,3
39,125,2,1
40,126,4,2
41,134,1,3
42,144,2,2
43,163,1,3
44,166,2,3
45,167,2,1
46,176,0,1
47,178,4,4
48,183,0,2
49,184,4,4
50,186,1,4
51,188,0,3
52,193,0,2
53,193,2,4
