,step,vertical_idx,horizontal_idx
0,1,1,0
1,1,2,1
2,8,1,2
3,10,0,2
4,10,2,1
5,13,4,4
6,14,0,4
7,16,0,2
8,16,3,3
9,17,3,0
10,26,2,4
11,27,2,2
12,31,4,1
13,33,3,3
14,36,4,1
15,39,4,0
16,41,2,1
17,50,3,4
18,52,0,4
19,52,4,2
20,55,1,4
21,56,4,2
22,58,3,1
23,59,0,3
24,61,2,4
25,70,3,0
26,70,3,2
27,71,1,0
28,71,2,4
29,74,2,2
30,80,3,3
31,83,1,3
32,84,3,2
33,87,0,2
34,88,0,4
35,91,3,2
36,92,3,2
37,93,1,0
38,96,4,2
39,101,0,4
40,102,0,4
41,104,0,3
42,115,2,3
43,118,1,2
44,120,1,4
45,126,1,4
46,130,4,1
47,131,0,4
48,131,4,3
49,138,0,3
50,139,4,0
51,143,1,1
52,143,3,4
53,146,0,1
54,146,1,3
55,154,0,4
56,156,1,1
57,156,1,2
58,158,2,2
59,167,1,1
60,168,3,0
61,171,3,3
62,176,3,4
63,180,4,1
64,184,2,4
65,186,1,3
66,187,1,0
67,198,2,3
68,199,1,0
69,200,0,3
