,step,vertical_idx,horizontal_idx
0,1,3,1
1,1,4,0
2,6,1,1
3,8,0,3
4,9,4,2
5,9,4,4
6,19,3,3
7,27,1,3
8,30,4,1
9,31,3,1
10,33,2,4
11,33,4,2
12,47,4,4
13,52,1,4
14,52,2,3
15,53,4,3
16,54,3,4
17,64,2,3
18,67,1,4
19,77,2,4
20,78,2,4
21,81,1,2
22,81,2,3
23,83,0,4
24,85,2,1
25,88,3,4
26,90,0,1
27,91,1,3
28,91,1,4
29,93,1,4
30,99,0,2
31,100,3,3
32,105,0,0
33,108,0,0
34,116,2,2
35,142,1,2
36,142,3,3
37,150,4,1
38,157,3,3
39,161,0,2
40,161,4,4
41,170,0,4
42,170,1,0
43,171,2,1
44,173,2,2
45,178,3,0
46,180,0,3
47,181,1,1
48,186,0,3
49,188,0,2
