,step,vertical_idx,horizontal_idx
0,7,4,0
1,9,2,2
2,12,1,1
3,14,1,3
4,16,4,0
5,18,2,4
6,20,0,4
7,22,0,3
8,29,3,3
9,30,0,0
10,37,4,4
11,41,2,1
12,54,3,0
13,63,0,2
14,77,1,4
15,79,2,4
16,82,1,2
17,84,4,0
18,92,2,2
19,101,2,3
20,111,3,3
21,115,0,1
22,115,2,4
23,121,1,3
24,122,1,4
25,123,0,3
26,123,3,1
27,133,0,4
28,134,2,3
29,136,1,4
30,137,1,1
31,140,1,4
32,156,4,2
33,157,1,1
34,164,2,1
35,165,1,2
36,166,0,2
37,171,4,0
38,175,1,3
39,178,4,3
40,185,3,4
41,188,1,0
42,193,2,2
43,193,2,4
44,197,4,4
45,200,4,0
