,step,vertical_idx,horizontal_idx
0,5,2,3
1,7,1,2
2,15,3,1
3,27,1,2
4,31,3,0
5,31,3,2
6,51,4,2
7,54,2,2
8,55,3,3
9,55,3,4
10,59,2,4
11,59,3,2
12,70,0,3
13,72,1,0
14,75,3,0
15,76,4,0
16,80,3,3
17,82,3,4
18,83,3,3
19,84,4,3
20,87,2,3
21,91,0,2
22,92,3,3
23,95,1,4
24,99,2,3
25,101,3,0
26,101,4,4
27,103,4,3
28,109,0,2
29,109,3,1
30,117,2,4
31,129,0,2
32,131,4,2
33,135,1,1
34,135,4,0
35,142,0,3
36,143,4,2
37,145,4,0
38,146,4,4
39,154,4,0
40,159,1,2
41,159,2,1
42,169,1,1
43,171,0,4
44,172,1,4
45,177,3,3
46,181,0,0
47,183,0,2
48,196,0,0
