,step,vertical_idx,horizontal_idx
0,2,2,1
1,3,3,1
2,6,0,0
3,6,4,0
4,10,2,1
5,11,2,3
6,14,1,1
7,22,1,4
8,26,4,3
9,27,3,0
10,39,1,0
11,49,3,3
12,52,4,2
13,57,2,2
14,59,2,3
15,64,2,2
16,68,1,2
17,72,3,2
18,75,3,0
19,84,0,4
20,85,4,4
21,94,3,4
22,97,0,1
23,99,4,4
24,100,4,3
25,113,3,2
26,113,4,2
27,115,4,3
28,131,3,4
29,133,0,0
30,133,4,3
31,139,0,2
32,146,2,3
33,151,4,4
34,153,1,3
35,153,4,0
36,164,0,4
37,172,1,0
38,175,0,3
39,181,2,1
40,183,1,3
41,184,3,4
42,190,3,4
43,191,4,2
44,192,0,1
45,198,3,3
