,step,vertical_idx,horizontal_idx
0,1,1,1
1,3,2,3
2,4,4,2
3,6,4,1
4,8,3,0
5,12,3,4
6,15,1,1
7,17,2,4
8,21,0,1
9,28,1,4
10,31,4,1
11,32,2,2
12,34,2,1
13,38,4,2
14,41,0,1
15,47,3,4
16,49,1,1
17,58,3,0
18,58,3,3
19,63,0,1
20,63,4,3
21,64,1,1
22,78,4,1
23,83,1,0
24,87,0,3
25,90,2,2
26,95,1,0
27,98,0,1
28,114,0,1
29,115,0,0
30,117,4,4
31,129,2,4
32,131,3,2
33,132,1,3
34,132,3,4
35,136,4,2
36,139,3,2
37,157,0,1
38,160,0,1
39,160,0,3
40,162,0,1
41,172,1,0
42,175,2,4
43,176,1,1
44,177,2,3
45,180,4,1
46,183,1,2
47,191,3,3
48,193,1,1
49,195,0,1
50,198,0,1
51,199,4,2
52,200,3,1
