,step,vertical_idx,horizontal_idx
0,3,3,0
1,6,3,0
2,8,2,2
3,16,1,0
4,19,3,4
5,21,1,3
6,22,0,1
7,32,0,2
8,41,1,0
9,45,4,0
10,45,4,4
11,46,0,3
12,47,2,2
13,50,3,4
14,57,1,0
15,57,1,2
16,62,4,3
17,66,0,4
18,68,4,0
19,71,2,4
20,71,4,3
21,74,4,3
22,75,2,2
23,81,0,1
24,84,2,3
25,84,3,0
26,95,1,4
27,100,3,4
28,105,2,2
29,108,0,3
30,113,3,1
31,119,4,2
32,124,0,4
33,125,4,1
34,129,4,4
35,131,2,3
36,139,2,1
37,140,3,2
38,142,4,0
39,149,4,0
40,151,2,1
41,155,4,4
42,163,4,0
43,167,1,3
44,171,3,4
45,174,0,0
46,188,4,3
47,192,1,2
48,197,1,1
49,198,1,1
50,199,2,3
51,199,4,4
