,step,vertical_idx,horizontal_idx
0,7,1,4
1,10,1,0
2,13,1,3
3,17,3,2
4,26,1,3
5,28,0,3
6,30,2,3
7,31,2,2
8,34,4,0
9,43,3,2
10,45,4,3
11,52,0,2
12,65,0,1
13,68,1,4
14,69,0,0
15,72,3,4
16,73,1,3
17,77,1,1
18,77,1,3
19,87,3,4
20,88,0,0
21,100,0,0
22,105,4,1
23,112,1,4
24,117,3,3
25,118,3,0
26,129,0,4
27,129,3,3
28,132,2,1
29,132,3,1
30,134,4,3
31,139,4,0
32,143,4,2
33,144,4,4
34,145,2,3
35,148,1,4
36,153,4,1
37,156,1,0
38,157,4,0
39,160,2,4
40,164,1,2
41,166,2,4
42,166,4,4
43,169,3,0
44,193,0,2
45,195,0,3
46,195,1,4
47,200,0,1
