,step,vertical_idx,horizontal_idx
0,5,1,2
1,8,2,4
2,10,0,2
3,19,3,4
4,29,4,3
5,41,4,2
6,43,4,2
7,63,3,0
8,64,0,2
9,66,2,4
10,68,1,1
11,70,2,1
12,74,2,1
13,81,2,2
14,88,1,0
15,91,2,3
16,95,0,0
17,103,2,2
18,105,0,2
19,105,0,3
20,105,4,2
21,106,4,4
22,111,4,3
23,121,0,4
24,125,3,4
25,132,1,0
26,133,3,4
27,134,0,2
28,139,0,3
29,148,4,2
30,155,1,2
31,155,1,3
32,158,0,1
33,161,3,3
34,166,0,1
35,168,0,2
36,170,0,2
37,171,2,2
38,175,3,1
39,176,0,3
40,178,0,3
41,178,2,1
42,180,4,3
43,192,0,1
44,193,3,0
45,194,0,0
