,step,vertical_idx,horizontal_idx
0,1,2,3
1,1,3,4
2,2,0,3
3,3,2,1
4,10,2,2
5,11,0,1
6,14,1,0
7,15,3,2
8,28,3,2
9,32,3,3
10,50,1,0
11,50,1,3
12,50,3,3
13,54,4,0
14,55,3,3
15,58,3,2
16,67,4,4
17,70,0,2
18,70,3,3
19,72,2,4
20,72,3,1
21,74,4,3
22,77,3,1
23,80,3,4
24,82,1,2
25,84,3,1
26,86,4,4
27,87,2,3
28,91,4,2
29,92,0,0
30,92,2,1
31,92,3,1
32,103,2,4
33,106,4,4
34,108,2,4
35,109,0,4
36,109,1,0
37,121,0,1
38,131,2,1
39,132,1,4
40,141,3,0
41,142,4,3
42,147,4,1
43,148,0,0
44,148,3,4
45,149,0,2
46,155,3,1
47,156,1,2
48,158,0,1
49,160,3,2
50,165,0,0
51,165,3,3
52,171,2,2
53,172,3,4
54,174,4,1
55,189,4,3
56,195,3,0
57,196,0,0
58,196,2,1
59,200,0,2
