,step,vertical_idx,horizontal_idx
0,5,3,1
1,14,2,4
2,15,0,0
3,23,3,0
4,29,0,0
5,30,1,0
6,33,4,2
7,47,2,2
8,55,2,3
9,58,4,4
10,61,0,4
11,65,0,4
12,68,3,2
13,69,4,2
14,70,0,0
15,73,0,1
16,77,4,0
17,82,3,4
18,83,1,4
19,84,2,2
20,85,4,2
21,88,0,0
22,90,3,3
23,99,4,4
24,100,4,2
25,103,3,1
26,103,3,3
27,103,4,2
28,105,0,1
29,107,2,1
30,113,0,1
31,116,0,4
32,117,0,4
33,119,2,1
34,124,4,1
35,128,3,3
36,132,0,0
37,144,4,1
38,150,4,3
39,153,0,3
40,154,2,1
41,163,3,2
42,164,2,1
43,174,4,4
44,175,3,3
45,178,4,2
46,179,0,4
47,186,3,4
48,189,1,0
49,197,4,4
50,198,0,4
