,step,vertical_idx,horizontal_idx
0,1,1,3
1,6,0,4
2,6,2,2
3,8,2,1
4,10,3,1
5,15,2,1
6,23,0,3
7,26,1,1
8,27,2,4
9,28,2,1
10,30,1,4
11,41,4,1
12,47,2,4
13,52,1,2
14,54,2,1
15,60,2,4
16,71,4,1
17,79,0,4
18,79,2,4
19,80,1,0
20,84,3,0
21,86,3,1
22,92,4,1
23,101,2,4
24,103,4,3
25,108,1,2
26,112,2,2
27,115,0,1
28,116,2,3
29,117,3,4
30,118,4,3
31,126,3,0
32,127,2,3
33,134,3,4
34,136,2,4
35,141,2,3
36,146,0,2
37,147,1,0
38,148,1,3
39,151,1,1
40,153,2,4
41,154,4,2
42,157,0,2
43,166,4,2
44,173,0,1
45,175,3,3
46,176,2,1
47,177,1,1
48,179,2,3
49,183,2,1
50,185,0,3
51,195,0,4
52,195,1,3
53,198,1,1
