,step,vertical_idx,horizontal_idx
0,12,3,0
1,15,1,2
2,15,3,0
3,17,4,1
4,19,2,4
5,22,0,0
6,28,3,0
7,35,0,1
8,38,4,4
9,42,1,1
10,47,1,4
11,48,3,4
12,50,3,1
13,51,1,0
14,63,3,2
15,66,1,2
16,67,2,1
17,68,1,2
18,69,0,0
19,70,3,0
20,71,0,0
21,71,1,2
22,75,0,3
23,78,1,2
24,95,1,1
25,95,4,0
26,101,0,4
27,110,4,1
28,116,3,3
29,119,3,4
30,125,1,4
31,132,1,1
32,137,3,3
33,140,0,2
34,149,4,2
35,155,2,4
36,158,3,1
37,159,3,3
38,161,2,2
39,168,3,4
40,170,1,2
41,170,4,3
42,175,2,4
43,176,2,1
44,195,3,0
45,199,3,3
46,200,2,4
