,step,vertical_idx,horizontal_idx
0,1,1,2
1,4,0,1
2,5,2,1
3,7,4,0
4,8,3,4
5,17,1,2
6,25,1,0
7,26,3,4
8,27,2,3
9,38,3,0
10,40,3,4
11,47,1,0
12,49,3,0
13,49,4,1
14,50,4,0
15,52,3,1
16,53,4,3
17,58,2,3
18,62,0,0
19,63,1,3
20,65,0,2
21,68,2,4
22,77,1,0
23,85,2,1
24,87,0,2
25,92,4,0
26,93,2,4
27,99,3,0
28,113,2,4
29,114,4,1
30,118,3,1
31,120,0,4
32,122,2,2
33,125,2,4
34,134,4,0
35,138,0,4
36,147,3,2
37,160,0,4
38,160,3,0
39,163,0,3
40,164,4,0
41,166,4,0
42,172,2,3
43,174,0,4
44,175,0,1
45,175,3,3
46,176,1,2
47,183,0,4
48,183,2,2
49,183,2,4
50,189,4,4
51,195,0,2
52,196,4,4
