,step,vertical_idx,horizontal_idx
0,3,4,3
1,13,3,2
2,17,2,4
3,21,0,0
4,22,4,0
5,25,0,2
6,27,0,4
7,28,2,2
8,29,3,0
9,31,2,4
10,32,1,0
11,40,4,2
12,43,4,1
13,48,2,2
14,51,3,1
15,54,1,0
16,61,2,3
17,62,4,1
18,63,2,4
19,63,4,2
20,67,2,1
21,70,2,2
22,70,4,0
23,79,1,2
24,81,2,4
25,82,4,1
26,87,3,2
27,94,4,4
28,96,1,0
29,99,0,4
30,107,1,4
31,110,1,0
32,118,3,2
33,120,1,3
34,123,1,4
35,132,0,4
36,133,0,1
37,137,1,0
38,149,2,1
39,151,1,1
40,153,2,1
41,160,0,0
42,163,0,2
43,165,2,2
44,167,0,3
45,167,1,4
46,168,0,0
47,171,1,1
48,173,0,3
49,187,0,3
50,190,0,0
51,191,1,4
52,193,1,2
53,194,3,4
54,199,0,2
