,step,vertical_idx,horizontal_idx
0,5,3,1
1,7,3,1
2,8,0,3
3,9,1,4
4,15,1,1
5,18,4,2
6,19,3,1
7,22,1,0
8,30,1,4
9,32,0,1
10,37,2,4
11,43,0,1
12,55,1,2
13,55,3,1
14,57,0,0
15,57,2,1
16,57,4,0
17,59,2,4
18,64,1,3
19,64,4,3
20,65,3,1
21,79,4,1
22,87,0,0
23,87,3,4
24,92,0,0
25,95,1,1
26,95,3,1
27,96,3,4
28,97,3,3
29,100,2,2
30,102,0,0
31,116,4,4
32,117,4,2
33,118,0,1
34,119,3,4
35,128,3,4
36,130,1,2
37,131,2,4
38,136,2,2
39,141,4,4
40,143,3,0
41,144,1,1
42,145,3,1
43,145,3,4
44,147,0,1
45,147,1,0
46,147,1,1
47,151,0,0
48,156,1,1
49,157,1,1
50,158,2,2
51,164,2,2
52,165,2,1
53,172,3,2
54,176,1,4
55,179,1,3
56,179,2,3
57,180,4,1
58,184,2,4
59,186,0,4
60,193,4,1
61,197,2,2
