,step,vertical_idx,horizontal_idx
0,4,0,4
1,8,2,1
2,9,3,3
3,15,0,3
4,27,0,1
5,28,3,0
6,33,3,3
7,59,2,2
8,59,4,3
9,62,2,3
10,63,2,4
11,64,4,1
12,70,0,0
13,72,3,0
14,74,0,3
15,74,3,1
16,75,0,1
17,75,3,1
18,78,1,1
19,93,3,1
20,97,1,2
21,97,3,1
22,102,1,0
23,102,4,4
24,103,4,2
25,113,1,4
26,116,3,3
27,125,2,2
28,137,2,1
29,140,4,3
30,145,0,4
31,150,4,2
32,153,3,4
33,154,1,0
34,156,4,4
35,157,0,0
36,167,2,4
37,168,1,2
38,172,2,3
39,175,4,3
40,180,0,0
41,182,0,4
42,182,4,3
43,185,0,2
44,186,1,4
45,187,4,4
46,197,0,0
47,197,0,2
48,200,3,3
