,step,vertical_idx,horizontal_idx
0,5,0,2
1,8,0,3
2,19,0,4
3,25,0,3
4,29,1,0
5,33,2,3
6,34,3,1
7,35,1,3
8,45,0,0
9,46,4,1
10,47,0,0
11,48,3,3
12,52,0,2
13,56,1,1
14,65,3,4
15,68,2,2
16,76,3,3
17,79,2,1
18,81,0,2
19,84,1,3
20,87,1,0
21,89,4,0
22,90,4,2
23,92,3,4
24,95,3,2
25,96,4,4
26,98,4,0
27,101,1,1
28,117,1,3
29,119,0,1
30,126,0,0
31,127,1,3
32,137,0,1
33,140,4,2
34,143,1,2
35,144,3,4
36,149,4,4
37,154,3,2
38,154,3,4
39,154,4,3
40,157,4,4
41,163,0,1
42,168,2,2
43,170,3,1
44,170,3,4
45,171,0,0
46,177,0,2
47,182,1,1
48,199,1,4
