,step,vertical_idx,horizontal_idx
0,5,1,0
1,15,2,4
2,17,2,4
3,18,0,3
4,30,3,2
5,30,3,3
6,32,1,4
7,37,0,0
8,55,1,4
9,56,1,4
10,57,2,4
11,61,4,0
12,66,2,4
13,70,0,2
14,70,3,0
15,71,0,3
16,71,2,4
17,73,3,0
18,78,1,4
19,81,3,4
20,86,3,3
21,90,3,2
22,99,1,0
23,102,2,1
24,108,1,1
25,112,4,1
26,113,1,3
27,122,3,4
28,125,1,4
29,127,1,4
30,131,4,4
31,134,0,0
32,140,0,4
33,143,0,4
34,147,2,1
35,150,4,2
36,164,2,2
37,169,1,4
38,169,3,1
39,172,2,3
40,175,4,0
41,176,1,3
42,179,0,2
43,182,1,2
44,182,2,3
45,183,1,0
46,184,3,3
47,197,2,3
48,199,1,0
