,step,vertical_idx,horizontal_idx
0,2,4,2
1,5,0,2
2,15,4,2
3,18,2,4
4,25,1,1
5,35,0,3
6,44,3,0
7,48,3,4
8,61,4,3
9,61,4,4
10,67,1,4
11,69,0,4
12,85,2,3
13,86,1,3
14,90,4,0
15,95,2,2
16,96,0,2
17,96,3,0
18,97,4,2
19,107,0,3
20,113,1,1
21,117,1,3
22,122,1,2
23,123,1,1
24,128,3,0
25,128,4,4
26,131,1,2
27,135,2,1
28,140,2,1
29,142,0,2
30,142,4,3
31,151,4,1
32,153,4,4
33,160,4,4
34,167,1,4
35,173,2,2
36,173,3,2
37,177,0,1
38,182,4,1
39,184,4,4
40,186,1,4
41,189,2,3
42,189,4,1
43,190,0,0
44,192,3,2
45,194,3,0
46,194,3,3
