,step,vertical_idx,horizontal_idx
0,2,4,1
1,10,3,3
2,12,0,0
3,13,2,4
4,22,2,2
5,22,3,3
6,23,4,2
7,26,4,0
8,28,2,3
9,29,1,1
10,32,4,2
11,38,3,4
12,39,3,0
13,40,3,0
14,41,0,2
15,43,0,4
16,46,4,3
17,51,1,3
18,52,2,1
19,54,1,0
20,54,3,4
21,64,0,3
22,76,1,4
23,77,0,3
24,77,4,1
25,83,0,3
26,89,4,2
27,91,3,0
28,96,1,3
29,100,4,1
30,111,1,4
31,115,1,0
32,124,2,1
33,130,1,4
34,133,0,4
35,146,3,2
36,148,2,4
37,151,3,0
38,154,0,1
39,157,2,2
40,160,2,4
41,160,4,2
42,165,2,2
43,176,0,3
44,180,1,1
45,180,2,3
46,180,3,3
47,181,0,2
48,183,1,2
49,183,1,3
50,184,3,3
51,192,4,1
52,193,2,4
53,199,3,2
54,200,4,1
