,step,vertical_idx,horizontal_idx
0,4,1,4
1,7,4,4
2,8,0,0
3,9,4,2
4,20,2,4
5,23,4,0
6,27,4,1
7,30,0,4
8,32,2,3
9,44,1,1
10,47,4,0
11,51,0,0
12,61,0,2
13,62,2,4
14,65,2,3
15,67,0,1
16,69,3,3
17,70,0,2
18,82,4,1
19,83,0,0
20,104,0,0
21,106,0,2
22,108,1,4
23,109,1,4
24,114,1,0
25,115,3,2
26,116,4,0
27,122,2,3
28,125,4,3
29,129,0,2
30,131,0,2
31,145,3,2
32,147,3,4
33,148,3,0
34,151,0,0
35,157,0,2
36,157,2,1
37,163,1,2
38,165,1,0
39,170,3,1
40,170,4,4
41,172,2,2
42,172,3,4
43,172,4,0
44,179,1,1
45,188,4,4
46,191,4,0
47,195,1,2
48,199,3,3
