,step,vertical_idx,horizontal_idx
0,2,2,1
1,7,4,0
2,10,1,2
3,13,4,0
4,14,0,1
5,16,3,2
6,19,0,2
7,22,4,2
8,22,4,3
9,23,0,4
10,27,2,3
11,32,2,1
12,36,1,3
13,36,2,3
14,37,2,4
15,49,4,2
16,51,4,1
17,54,3,0
18,57,1,0
19,58,0,2
20,60,1,1
21,60,4,2
22,61,1,1
23,62,4,3
24,63,4,0
25,85,3,1
26,88,2,3
27,100,1,1
28,104,2,2
29,116,2,1
30,123,2,2
31,126,4,1
32,127,1,0
33,129,0,3
34,130,3,1
35,131,0,2
36,132,1,0
37,137,4,4
38,141,0,0
39,141,0,4
40,144,4,3
41,150,0,3
42,162,2,2
43,173,2,1
44,182,0,3
45,188,2,2
46,188,4,2
47,190,2,2
48,197,2,2
