,step,vertical_idx,horizontal_idx
0,8,0,2
1,19,1,0
2,22,1,4
3,29,4,3
4,35,0,2
5,41,3,2
6,42,4,3
7,47,3,0
8,52,4,3
9,61,4,1
10,63,4,4
11,66,2,2
12,76,3,3
13,84,0,1
14,86,1,4
15,87,3,0
16,93,1,1
17,99,4,4
18,103,2,2
19,111,1,3
20,112,0,4
21,112,2,3
22,113,2,1
23,114,1,0
24,118,3,3
25,123,3,2
26,126,1,3
27,133,1,4
28,134,3,0
29,137,1,0
30,141,2,4
31,141,4,3
32,142,1,0
33,143,2,4
34,145,1,1
35,159,0,4
36,168,0,3
37,168,4,2
38,170,0,4
39,170,4,1
40,173,2,4
41,178,4,0
42,189,3,0
43,194,2,2
44,199,2,1
45,200,4,1
