,step,vertical_idx,horizontal_idx
0,3,2,4
1,6,3,3
2,7,3,1
3,14,3,1
4,14,3,2
5,15,2,3
6,17,3,2
7,19,0,0
8,21,3,0
9,22,2,2
10,26,0,4
11,39,1,1
12,40,3,1
13,42,3,3
14,43,1,0
15,43,3,4
16,45,2,2
17,46,0,2
18,49,2,2
19,49,3,4
20,54,3,2
21,57,3,4
22,59,4,0
23,60,3,4
24,61,1,3
25,65,0,0
26,67,1,0
27,71,4,2
28,74,4,0
29,81,1,3
30,83,4,4
31,90,3,4
32,95,1,0
33,97,4,0
34,107,1,1
35,118,0,3
36,130,3,4
37,134,2,2
38,138,1,1
39,140,1,4
40,150,2,3
41,153,4,2
42,154,0,3
43,167,3,3
44,167,4,3
45,168,0,3
46,170,3,4
47,175,4,0
48,176,4,4
49,195,4,0
