,step,vertical_idx,horizontal_idx
0,2,0,3
1,9,1,1
2,9,2,3
3,10,2,1
4,15,3,1
5,18,3,0
6,22,2,1
7,29,1,4
8,29,4,4
9,30,4,4
10,31,0,3
11,36,4,1
12,60,1,4
13,69,3,2
14,72,0,0
15,73,3,1
16,75,2,2
17,76,2,3
18,79,2,1
19,80,1,1
20,86,2,1
21,95,1,0
22,102,4,4
23,110,0,4
24,117,1,4
25,123,0,2
26,123,2,1
27,126,1,4
28,128,0,1
29,128,3,3
30,136,0,2
31,142,0,2
32,143,1,0
33,144,3,2
34,147,0,0
35,150,1,1
36,152,4,3
37,155,1,1
38,158,4,0
39,160,0,4
40,162,0,3
41,163,1,1
42,167,1,0
43,168,3,3
44,170,1,1
45,171,4,2
46,174,3,2
47,174,3,3
48,177,0,2
49,178,0,0
50,183,0,4
51,184,4,1
52,186,0,2
53,186,4,1
54,194,1,0
55,200,0,3
56,200,1,0
57,200,1,3
