,step,vertical_idx,horizontal_idx
0,8,2,2
1,14,1,2
2,20,1,4
3,20,3,1
4,23,1,0
5,26,3,4
6,28,0,3
7,29,0,1
8,29,4,1
9,30,4,1
10,32,3,4
11,33,3,3
12,39,1,3
13,39,2,1
14,39,4,0
15,41,3,2
16,41,4,4
17,46,4,4
18,48,3,4
19,50,2,4
20,53,4,2
21,54,1,2
22,54,4,3
23,66,4,4
24,77,0,4
25,79,3,2
26,81,2,3
27,87,4,4
28,89,3,2
29,89,4,3
30,93,2,3
31,95,4,2
32,99,2,4
33,99,3,3
34,102,3,0
35,110,3,4
36,115,3,0
37,117,3,3
38,122,4,0
39,128,4,1
40,131,1,4
41,132,4,4
42,133,2,2
43,134,3,3
44,137,4,3
45,147,3,4
46,148,4,1
47,149,3,1
48,164,0,4
49,172,2,1
50,172,3,0
51,178,3,3
52,180,1,1
53,182,2,4
54,193,0,3
55,193,4,0
56,194,3,4
