,step,vertical_idx,horizontal_idx
0,3,4,0
1,9,4,4
2,12,3,3
3,14,3,2
4,15,2,1
5,16,3,1
6,17,0,1
7,18,2,1
8,19,3,4
9,20,3,1
10,24,3,2
11,30,3,3
12,31,1,3
13,33,2,3
14,37,3,1
15,40,4,3
16,41,4,1
17,45,3,1
18,47,4,1
19,50,0,4
20,57,3,1
21,62,3,1
22,65,2,2
23,65,4,2
24,69,1,3
25,87,4,1
26,88,3,3
27,93,2,1
28,102,1,1
29,106,3,0
30,107,1,3
31,112,2,4
32,112,4,1
33,113,3,2
34,114,4,4
35,118,4,3
36,123,2,1
37,126,2,4
38,131,0,2
39,133,4,4
40,138,4,3
41,139,1,1
42,144,1,4
43,145,3,4
44,146,4,0
45,151,1,3
46,156,2,3
47,161,0,1
48,161,3,3
49,176,3,1
50,176,4,0
51,181,3,2
52,181,3,4
53,188,1,1
