,step,vertical_idx,horizontal_idx
0,6,4,1
1,7,3,1
2,9,3,2
3,10,4,0
4,14,4,3
5,22,3,2
6,23,4,1
7,25,1,3
8,26,2,3
9,28,2,3
10,33,4,4
11,35,3,0
12,39,2,4
13,49,4,3
14,55,1,4
15,59,1,0
16,60,1,1
17,63,3,2
18,65,2,2
19,88,3,1
20,88,3,4
21,90,2,3
22,97,2,2
23,101,4,1
24,109,1,1
25,110,3,3
26,111,4,2
27,123,0,3
28,125,3,3
29,126,0,4
30,128,4,4
31,132,0,1
32,137,0,3
33,140,3,4
34,140,4,1
35,141,2,2
36,143,4,2
37,148,3,1
38,149,3,2
39,154,2,4
40,157,3,0
41,162,2,4
42,169,4,2
43,174,2,2
44,181,4,3
45,187,4,0
46,188,3,4
47,189,4,3
