,step,vertical_idx,horizontal_idx
0,2,2,4
1,14,2,1
2,15,2,1
3,16,1,2
4,24,1,4
5,27,3,1
6,31,3,4
7,31,4,3
8,32,4,3
9,33,4,1
10,34,0,4
11,35,1,0
12,35,2,2
13,38,2,4
14,40,3,0
15,41,2,1
16,43,3,4
17,44,1,4
18,44,3,3
19,49,1,3
20,54,1,1
21,54,3,3
22,57,4,0
23,59,2,3
24,63,3,4
25,69,1,1
26,69,1,4
27,69,3,2
28,76,3,4
29,107,3,0
30,110,3,0
31,113,0,0
32,113,4,0
33,118,3,1
34,140,2,4
35,143,4,1
36,161,1,4
37,163,3,3
38,165,1,0
39,166,2,1
40,171,2,3
41,172,2,1
42,175,0,1
43,182,4,2
44,184,3,3
45,186,2,3
46,190,3,4
47,191,1,1
48,191,3,0
49,192,3,1
50,192,4,1
51,194,3,3
