,step,vertical_idx,horizontal_idx
0,3,2,4
1,3,3,1
2,5,4,1
3,18,3,1
4,26,1,1
5,28,4,0
6,29,3,0
7,32,1,4
8,32,2,2
9,34,3,0
10,44,4,4
11,53,2,1
12,56,3,0
13,57,2,2
14,57,2,4
15,61,4,1
16,66,0,4
17,67,0,1
18,83,2,3
19,86,0,2
20,99,3,0
21,100,3,3
22,102,1,2
23,102,1,4
24,106,0,4
25,107,1,4
26,111,4,1
27,112,0,4
28,115,3,1
29,116,2,4
30,118,3,3
31,128,3,1
32,130,0,1
33,139,0,4
34,145,3,4
35,145,4,0
36,154,0,4
37,155,1,3
38,160,0,1
39,165,3,1
40,167,4,2
41,179,3,2
42,181,0,4
43,181,4,1
44,187,0,0
45,188,4,3
46,191,1,0
47,192,3,0
48,195,2,3
