,step,vertical_idx,horizontal_idx
0,2,4,0
1,9,3,3
2,14,3,0
3,16,4,3
4,20,4,1
5,20,4,3
6,21,0,0
7,21,2,4
8,21,3,2
9,25,0,4
10,27,3,3
11,33,3,0
12,34,3,3
13,42,1,3
14,47,1,3
15,53,0,2
16,71,2,1
17,77,2,4
18,80,1,0
19,80,4,1
20,80,4,3
21,84,4,0
22,86,1,1
23,87,0,1
24,88,1,3
25,89,4,1
26,91,0,1
27,91,3,4
28,95,4,1
29,112,1,4
30,113,0,1
31,122,3,0
32,124,0,2
33,125,1,0
34,131,2,1
35,131,3,1
36,138,3,2
37,139,4,3
38,145,3,4
39,147,3,1
40,155,1,1
41,162,1,0
42,170,3,0
43,170,3,3
44,179,1,4
45,179,2,3
46,184,1,0
47,186,3,4
