,step,vertical_idx,horizontal_idx
0,6,4,3
1,17,3,4
2,20,4,3
3,21,4,0
4,29,0,1
5,29,4,0
6,30,4,2
7,37,4,3
8,41,3,4
9,44,1,3
10,46,1,4
11,46,3,4
12,48,1,4
13,49,3,1
14,51,3,0
15,53,3,1
16,55,4,4
17,58,0,0
18,63,4,0
19,71,0,2
20,85,4,4
21,86,0,0
22,88,4,3
23,90,0,2
24,95,2,3
25,95,3,0
26,97,0,0
27,100,1,0
28,106,1,1
29,117,1,4
30,119,0,1
31,121,3,0
32,132,3,2
33,135,0,2
34,135,4,4
35,138,2,4
36,140,3,2
37,145,3,0
38,149,3,4
39,162,1,2
40,164,1,1
41,165,3,1
42,168,4,4
43,171,2,3
44,173,3,3
45,185,1,2
46,185,2,4
47,192,1,4
48,199,0,1
49,200,0,1
