,step,vertical_idx,horizontal_idx
0,2,3,4
1,4,0,0
2,10,1,4
3,15,3,3
4,21,4,3
5,25,4,4
6,28,1,2
7,32,1,0
8,33,1,3
9,45,3,1
10,50,1,0
11,52,1,1
12,55,0,4
13,55,4,3
14,56,0,3
15,58,3,2
16,66,3,1
17,66,3,3
18,68,2,3
19,76,3,2
20,85,2,1
21,87,4,4
22,88,3,4
23,89,1,1
24,91,2,4
25,94,2,3
26,96,4,0
27,98,4,4
28,100,1,1
29,104,1,0
30,106,4,0
31,107,3,0
32,108,3,0
33,108,3,1
34,110,4,0
35,111,0,2
36,113,3,3
37,116,4,4
38,118,3,4
39,120,1,3
40,120,2,3
41,122,0,3
42,122,3,0
43,123,0,3
44,128,4,4
45,138,0,2
46,142,0,4
47,145,0,4
48,146,1,1
49,151,0,3
50,160,4,0
51,163,2,4
52,171,4,3
53,182,0,0
54,182,3,0
55,185,1,3
56,187,3,2
57,191,2,4
58,195,2,2
59,200,0,0
