,step,vertical_idx,horizontal_idx
0,4,3,0
1,5,0,2
2,11,3,1
3,13,4,2
4,16,3,2
5,18,3,1
6,19,0,3
7,38,2,2
8,42,4,4
9,43,1,4
10,52,3,0
11,52,2,3
12,54,1,2
13,54,1,2
14,66,3,4
15,70,2,2
16,80,2,4
17,86,0,0
18,86,1,0
19,86,0,3
20,86,1,3
21,90,4,1
22,91,3,1
23,94,3,2
24,95,0,3
25,96,3,1
26,98,4,0
27,101,0,1
28,105,4,4
29,112,4,2
30,115,4,2
31,116,1,3
32,116,2,3
33,119,3,1
34,123,4,3
35,125,0,0
36,126,4,2
37,151,1,2
38,156,1,4
39,164,3,4
40,164,4,0
41,187,0,1
42,191,4,0
43,192,1,0
44,195,0,3
45,197,3,3
