,step,vertical_idx,horizontal_idx
0,6,2,3
1,10,3,1
2,17,3,1
3,25,4,1
4,30,1,1
5,32,3,3
6,35,3,0
7,39,2,1
8,49,4,3
9,55,3,1
10,58,3,4
11,59,1,2
12,72,1,1
13,74,0,3
14,79,3,4
15,79,0,3
16,91,0,1
17,96,2,3
18,101,1,3
19,107,2,3
20,108,0,3
21,117,3,4
22,124,3,4
23,130,2,2
24,134,3,2
25,137,1,4
26,143,2,1
27,144,4,3
28,149,4,2
29,156,3,1
30,157,4,3
31,160,2,4
32,161,0,0
33,163,3,4
34,164,4,2
35,167,3,4
36,172,2,1
37,180,2,2
38,184,0,3
39,189,2,4
40,189,3,2
41,192,3,4
42,193,1,4
43,196,4,0
44,196,4,2
45,198,1,3
46,198,2,4
