,step,vertical_idx,horizontal_idx
0,9,3,4
1,14,0,3
2,14,0,4
3,14,0,1
4,19,1,1
5,33,4,4
6,39,2,3
7,43,0,4
8,46,4,0
9,48,2,2
10,50,3,1
11,53,3,3
12,59,3,2
13,73,0,1
14,73,4,3
15,77,0,4
16,77,3,4
17,78,2,4
18,79,0,2
19,79,3,3
20,87,3,3
21,93,1,3
22,98,1,4
23,98,3,1
24,104,2,1
25,109,2,4
26,113,1,4
27,120,2,4
28,121,0,1
29,126,0,2
30,128,1,3
31,138,4,4
32,140,0,3
33,141,1,0
34,142,0,1
35,146,4,0
36,148,1,3
37,149,1,3
38,150,0,0
39,152,3,4
40,153,1,4
41,154,4,1
42,156,4,2
43,164,0,2
44,183,4,4
45,185,3,4
46,199,3,0
