,step,vertical_idx,horizontal_idx
0,2,1,3
1,3,4,1
2,4,3,4
3,5,1,1
4,12,3,4
5,15,3,3
6,20,4,4
7,23,4,4
8,32,1,0
9,34,4,2
10,39,0,0
11,59,4,2
12,63,2,3
13,64,0,4
14,68,2,3
15,69,3,2
16,82,3,1
17,85,2,3
18,89,1,0
19,89,4,2
20,102,4,4
21,114,4,3
22,116,1,2
23,125,2,4
24,131,1,4
25,134,4,0
26,142,0,0
27,144,4,3
28,144,0,2
29,147,4,1
30,155,1,2
31,156,0,4
32,156,1,4
33,159,3,4
34,162,0,4
35,163,4,0
36,164,4,4
37,167,3,1
38,170,4,4
39,172,4,2
40,176,0,1
41,176,0,2
42,177,4,1
43,185,4,2
44,190,2,4
45,197,1,2
46,199,0,3
47,199,3,1
