,step,vertical_idx,horizontal_idx
0,9,4,2
1,12,3,0
2,12,4,4
3,14,0,3
4,16,1,1
5,17,4,3
6,25,3,1
7,31,4,2
8,32,4,2
9,42,4,4
10,43,4,3
11,43,4,4
12,44,3,4
13,47,1,0
14,49,2,4
15,49,1,2
16,50,2,4
17,51,3,1
18,53,3,3
19,60,0,1
20,60,4,1
21,61,2,4
22,63,1,4
23,66,0,2
24,74,0,2
25,80,4,2
26,88,1,2
27,89,4,1
28,94,2,4
29,94,0,4
30,98,1,2
31,99,1,1
32,100,3,2
33,121,2,3
34,123,2,4
35,126,4,0
36,131,0,3
37,131,0,3
38,137,4,0
39,140,3,4
40,141,3,1
41,143,1,2
42,145,2,1
43,152,2,3
44,167,2,1
45,175,0,4
46,176,1,1
47,177,1,4
48,180,3,1
49,184,0,3
50,186,0,1
51,190,2,2
52,191,2,4
53,196,4,2
