,step,vertical_idx,horizontal_idx
0,9,0,4
1,12,1,4
2,15,0,1
3,20,3,2
4,20,4,1
5,20,4,0
6,34,4,4
7,35,2,4
8,38,3,4
9,47,1,3
10,47,4,2
11,52,0,4
12,52,1,1
13,52,3,1
14,60,3,4
15,64,1,4
16,65,3,4
17,69,0,3
18,69,4,3
19,71,1,2
20,75,2,4
21,77,1,1
22,79,1,1
23,86,0,0
24,86,3,4
25,89,3,3
26,90,1,0
27,99,0,3
28,106,1,1
29,111,1,1
30,112,0,2
31,119,1,4
32,119,2,2
33,125,3,3
34,128,0,4
35,130,3,1
36,135,0,1
37,136,2,2
38,142,3,2
39,146,2,4
40,147,1,1
41,148,3,4
42,153,1,1
43,157,0,4
44,169,1,4
45,191,4,3
46,195,0,2
47,195,0,4
